State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,Cost Price,Selling Price,Rainfal (cm),Temp,Sunshine,Relative Humidity
Bihar,MADHUBANI,2013,Rabi       ,Maize,259,656,2223,1497,9.372823781,19.90015382,,
Bihar,MADHUBANI,2014,Rabi       ,Maize,212,600,2261,1782,9.978663817,15.52749344,,
Bihar,MUNGER,2009,Rabi       ,Maize,522,915,1349,825,8.461936106,22.81953001,,
Bihar,MUNGER,2010,Rabi       ,Maize,896,1458,1626,978,7.892856985,17.04664896,,
Bihar,MUNGER,2011,Rabi       ,Maize,1018,2440,1688,901,10.87118899,24.81079617,,
Bihar,MUNGER,2012,Rabi       ,Maize,307,1050,2009,1323,8.693553611,15.29261735,,
Bihar,MUNGER,2013,Rabi       ,Maize,289,964,2219,1679,9.588097898,21.89946446,,
Bihar,MUNGER,2014,Rabi       ,Maize,506,1413,2274,1818,9.100706668,23.02124908,,
Bihar,MUZAFFARPUR,2009,Rabi       ,Maize,9812,24550,1343,816,8.197949749,17.28366142,,
Bihar,MUZAFFARPUR,2010,Rabi       ,Maize,19445,51918,1638,968,7.505682332,19.36134946,,
Bihar,MUZAFFARPUR,2011,Rabi       ,Maize,14982,57066,1667,865,10.4519155,22.3982991,,
Bihar,MUZAFFARPUR,2012,Rabi       ,Maize,15235,29784,2010,1341,8.846836831,17.42453933,,
Bihar,MUZAFFARPUR,2013,Rabi       ,Maize,14641,43293,2190,1587,9.205227156,17.72087738,,
Bihar,MUZAFFARPUR,2014,Rabi       ,Maize,11519,24535,2273,1844,9.977375863,18.42539617,,
Bihar,NALANDA,2009,Rabi       ,Maize,963,728,1313,826,8.902383427,22.25941184,,
Bihar,NALANDA,2010,Rabi       ,Maize,942,2824,1640,967,7.754623758,23.15043151,,
Bihar,NALANDA,2011,Rabi       ,Maize,1023,3274,1689,947,10.65280746,24.98097901,,
Bihar,NALANDA,2012,Rabi       ,Maize,1089,4180,2000,1246,8.803350101,24.40673957,,
Bihar,NALANDA,2013,Rabi       ,Maize,886,3346,2200,1658,9.27779167,23.5821421,,
Bihar,NALANDA,2014,Rabi       ,Maize,878,2321,2254,1979,9.216634274,20.78012842,,
Bihar,NAWADA,2009,Rabi       ,Maize,59,153,1347,804,8.718369479,19.63946508,,
Bihar,NAWADA,2010,Rabi       ,Maize,40,155,1621,971,7.668335208,22.78071281,,
Bihar,NAWADA,2011,Rabi       ,Maize,39,179,1668,854,10.85945334,19.75491611,,
Bihar,NAWADA,2012,Rabi       ,Maize,10,33,2011,1219,8.012968227,21.38035311,,
Bihar,NAWADA,2013,Rabi       ,Maize,7,32,2228,1573,9.291512567,16.53890981,,
Bihar,PASHCHIM CHAMPARAN,2009,Rabi       ,Maize,5967,22096,1314,815,8.641763394,23.92181859,,
Bihar,PASHCHIM CHAMPARAN,2010,Rabi       ,Maize,5175,16306,1628,963,7.843187545,18.6816927,,
Bihar,PASHCHIM CHAMPARAN,2011,Rabi       ,Maize,4467,14151,1690,886,10.30570695,22.03941869,,
Bihar,PASHCHIM CHAMPARAN,2012,Rabi       ,Maize,5422,10600,2010,1449,8.924854062,19.37394122,,
Bihar,PASHCHIM CHAMPARAN,2013,Rabi       ,Maize,5081,14435,2223,1571,9.387842529,20.62211903,,
Bihar,PASHCHIM CHAMPARAN,2014,Rabi       ,Maize,4641,13083,2250,1854,9.343240535,19.92936713,,
Bihar,PATNA,2009,Rabi       ,Maize,432,1169,1329,820,8.690725369,17.84510838,,
Bihar,PATNA,2010,Rabi       ,Maize,398,1193,1628,975,7.951829469,21.09982941,,
Bihar,PATNA,2011,Rabi       ,Maize,369,1181,1685,888,10.21456837,15.23044166,,
Bihar,PATNA,2012,Rabi       ,Maize,430,1650,2014,1278,8.85569636,18.7172828,,
Bihar,PATNA,2013,Rabi       ,Maize,399,1507,2199,1595,9.032660115,21.93658149,,
Bihar,PATNA,2014,Rabi       ,Maize,391,1034,2262,1972,9.923598979,20.04143637,,
Bihar,PURBI CHAMPARAN,2009,Rabi       ,Maize,6632,14179,1305,823,8.833199643,24.84857574,,
Bihar,PURBI CHAMPARAN,2010,Rabi       ,Maize,3996,13187,1621,972,7.053528811,20.91938194,,
Bihar,PURBI CHAMPARAN,2011,Rabi       ,Maize,4066,15284,1663,855,10.04417774,15.78822323,,
Bihar,PURBI CHAMPARAN,2012,Rabi       ,Maize,3982,7785,2003,1387,8.031505588,18.26374129,,
Bihar,PURBI CHAMPARAN,2013,Rabi       ,Maize,4222,8267,2211,1525,9.459836329,21.86294193,,
Bihar,PURBI CHAMPARAN,2014,Rabi       ,Maize,6487,4534,2274,1839,9.719074582,18.79688251,,
Bihar,PURNIA,2009,Rabi       ,Maize,10748,14198,1332,814,8.513593246,20.48574783,,
Bihar,PURNIA,2010,Rabi       ,Maize,11530,19128,1638,963,7.268344287,24.3814411,,
Bihar,PURNIA,2011,Rabi       ,Maize,11623,28662,1683,912,10.42782812,16.92981695,,
Bihar,PURNIA,2012,Rabi       ,Maize,11123,33147,2013,1380,8.669899253,16.07819202,,
Bihar,PURNIA,2013,Rabi       ,Maize,11064,34597,2195,1635,9.702274959,16.03183507,,
Bihar,PURNIA,2014,Rabi       ,Maize,11323,20563,2259,1988,9.41421449,17.13867889,,
Bihar,SAHARSA,2009,Rabi       ,Maize,11220,32134,1334,822,8.782194672,22.06733904,,
Bihar,SAHARSA,2010,Rabi       ,Maize,13183,63595,1628,974,7.398291944,22.53034325,,
Bihar,SAHARSA,2011,Rabi       ,Maize,11281,84709,1660,944,10.50084426,17.37123784,,
Bihar,SAHARSA,2012,Rabi       ,Maize,12473,40699,2001,1471,8.839451738,19.6471536,,
Bihar,SAHARSA,2013,Rabi       ,Maize,11818,68592,2200,1669,9.393844985,16.88486477,,
Bihar,SAHARSA,2014,Rabi       ,Maize,11939,50574,2254,1969,9.825187767,19.65245777,,
Bihar,SAMASTIPUR,2009,Rabi       ,Maize,25564,49952,1312,832,8.421146897,22.72897557,,
Bihar,SAMASTIPUR,2010,Rabi       ,Maize,28564,149180,1620,980,7.041958167,18.30438161,,
Bihar,SAMASTIPUR,2011,Rabi       ,Maize,30039,73836,1667,884,10.19785284,16.5293353,,
Bihar,SAMASTIPUR,2012,Rabi       ,Maize,30039,98017,2002,1260,8.43419864,23.09424706,,
Bihar,SAMASTIPUR,2013,Rabi       ,Maize,33107,87568,2218,1665,9.488633266,19.53290437,,
Bihar,SAMASTIPUR,2014,Rabi       ,Maize,33998,94548,2259,1942,9.326192145,24.42352717,,
Bihar,SARAN,2009,Rabi       ,Maize,6099,10454,1307,814,8.56330277,15.01405338,,
Bihar,SARAN,2010,Rabi       ,Maize,5388,13917,1621,980,7.99980634,20.90995935,,
Bihar,SARAN,2011,Rabi       ,Maize,6727,28200,1668,933,10.34700328,21.62028142,,
Bihar,SARAN,2012,Rabi       ,Maize,6054,16679,2006,1398,8.287174361,19.60286695,,
Bihar,SARAN,2013,Rabi       ,Maize,7754,22378,2191,1579,9.745852699,23.88133949,,
Bihar,SARAN,2014,Rabi       ,Maize,6309,19394,2259,1910,9.762504908,21.1409701,,
Bihar,SHEIKHPURA,2009,Rabi       ,Maize,128,334,1340,812,8.986936867,18.46625884,,
Bihar,SHEIKHPURA,2010,Rabi       ,Maize,135,567,1638,966,7.495985855,22.55516049,,
Bihar,SHEIKHPURA,2011,Rabi       ,Maize,70,440,1676,865,10.22635115,20.41676872,,
Bihar,SHEIKHPURA,2012,Rabi       ,Maize,68,233,2012,1346,8.028429576,17.35841356,,
Bihar,SHEIKHPURA,2013,Rabi       ,Maize,78,346,2193,1552,9.683774565,23.6449108,,
Bihar,SHEIKHPURA,2014,Rabi       ,Maize,77,266,2265,1958,9.190804015,21.12332019,,
Bihar,SHEOHAR,2009,Rabi       ,Maize,1035,3419,1304,821,8.586175595,20.23486167,,
Bihar,SHEOHAR,2010,Rabi       ,Maize,681,2448,1637,977,7.935246692,17.96653057,,
Bihar,SHEOHAR,2011,Rabi       ,Maize,1328,3328,1688,924,10.95576797,21.32186671,,
Bihar,SHEOHAR,2012,Rabi       ,Maize,1536,3003,2003,1392,8.049918656,16.0924072,,
Bihar,SHEOHAR,2013,Rabi       ,Maize,1431,4689,2210,1480,9.355428806,23.01567896,,
Bihar,SHEOHAR,2014,Rabi       ,Maize,1436,4851,2257,1780,9.423316095,16.94560698,,
Bihar,SITAMARHI,2009,Rabi       ,Maize,986,3189,1320,819,8.790507666,17.34285553,,
Bihar,SITAMARHI,2010,Rabi       ,Maize,976,6169,1627,975,7.975239497,22.63281744,,
Bihar,SITAMARHI,2011,Rabi       ,Maize,1950,10897,1677,892,10.31085029,24.32209466,,
Bihar,SITAMARHI,2012,Rabi       ,Maize,3934,7691,2003,1264,8.003216923,24.95085033,,
Bihar,SITAMARHI,2013,Rabi       ,Maize,3936,19479,2211,1585,9.927227251,23.70451044,,
Bihar,SITAMARHI,2014,Rabi       ,Maize,4193,13506,2254,1899,9.554830758,19.52088017,,
Bihar,SIWAN,2009,Rabi       ,Maize,3719,12559,1323,827,8.655832809,20.51661702,,
Bihar,SIWAN,2010,Rabi       ,Maize,4892,10474,1638,968,7.38743853,15.7362118,,
Bihar,SIWAN,2011,Rabi       ,Maize,3574,14117,1690,879,10.21713437,21.4099414,,
Bihar,SIWAN,2012,Rabi       ,Maize,4928,9925,2018,1487,8.413543542,23.44612686,,
Bihar,SIWAN,2013,Rabi       ,Maize,5057,14311,2217,1459,9.224875043,18.60355571,,
Bihar,SIWAN,2014,Rabi       ,Maize,4961,9927,2259,1830,9.080599982,20.83806661,,
Bihar,SUPAUL,2009,Rabi       ,Maize,1132,4070,1311,816,8.413742198,19.43048223,,
Bihar,SUPAUL,2010,Rabi       ,Maize,3139,14063,1638,973,7.998593524,15.95378018,,
Bihar,SUPAUL,2011,Rabi       ,Maize,2628,15261,1661,920,10.76990098,21.78143786,,
Bihar,SUPAUL,2012,Rabi       ,Maize,2628,8575,2001,1254,8.189317853,19.91847519,,
Bihar,SUPAUL,2013,Rabi       ,Maize,3474,20163,2206,1517,9.589294925,21.53095355,,
Bihar,SUPAUL,2014,Rabi       ,Maize,3222,10997,2259,1999,9.077823697,22.20289899,,
Bihar,VAISHALI,2009,Rabi       ,Maize,7145,21542,1341,810,8.543627432,23.84681714,,
Bihar,VAISHALI,2010,Rabi       ,Maize,6633,15515,1621,962,7.793582701,24.39089407,,
Bihar,VAISHALI,2011,Rabi       ,Maize,7537,28332,1686,927,10.21777321,20.42025515,,
Bihar,VAISHALI,2012,Rabi       ,Maize,7128,13935,2002,1392,8.565328016,23.76974645,,
Bihar,VAISHALI,2013,Rabi       ,Maize,5946,24801,2216,1523,9.797655034,19.67304992,,
Bihar,VAISHALI,2014,Rabi       ,Maize,6555,31785,2259,1924,9.83898931,18.74453767,,
Gujarat,AHMADABAD,2009,Kharif     ,Maize,300,300,513.48,955,5.948556673,22.25443326,,
Gujarat,AHMADABAD,2010,Kharif     ,Maize,100,200,395.56,1200,8.629619562,21.43449061,,
Gujarat,AMRELI,2009,Kharif     ,Maize,1200,1200,513,946,5.250974719,16.12131792,,
Gujarat,AMRELI,2010,Kharif     ,Maize,1600,2600,401,1380,8.887131712,15.70964645,,
Gujarat,AMRELI,2010,Rabi       ,Maize,800,1500,409,1059,8.269704154,15.23348007,,
Gujarat,AMRELI,2012,Kharif     ,Maize,300,600,460.34,978,5.386403805,21.30984382,,
Gujarat,ANAND,2009,Kharif     ,Maize,500,400,508,948,5.112984898,17.67474419,,
Gujarat,ANAND,2010,Kharif     ,Maize,100,100,392,1161,8.694233425,18.8868666,,
Gujarat,ANAND,2010,Rabi       ,Maize,3600,7100,388,1060,8.489399487,16.06886096,,
Gujarat,ANAND,2011,Kharif     ,Maize,200,300,519.47,1131,7.478098628,22.13192999,,
Gujarat,ANAND,2011,Rabi       ,Maize,1400,3700,531,1089,7.712110053,16.48734813,,
Gujarat,ANAND,2012,Kharif     ,Maize,600,900,465,1009,5.174945174,24.29010778,,
Gujarat,BANAS KANTHA,2009,Kharif     ,Maize,9400,14900,512,969,5.604154417,20.83840882,,
Gujarat,BANAS KANTHA,2010,Kharif     ,Maize,9800,21600,381,1259,8.710151322,17.30833942,,
Gujarat,BANAS KANTHA,2010,Rabi       ,Maize,500,900,393,1065,8.579163952,20.43589385,,
Gujarat,BANAS KANTHA,2011,Kharif     ,Maize,11400,24500,514,1159,7.783273647,21.86995155,,
Gujarat,BANAS KANTHA,2011,Rabi       ,Maize,300,700,523,1064,7.518231065,15.2023849,,
Gujarat,BANAS KANTHA,2012,Kharif     ,Maize,7900,13600,453,803,5.478612805,22.1452586,,
Gujarat,BANAS KANTHA,2012,Rabi       ,Maize,100,200,469,1056,5.298322762,16.45856685,,
Gujarat,BHARUCH,2009,Kharif     ,Maize,2400,2300,516,949,5.655628937,22.81506413,,
Gujarat,BHARUCH,2010,Kharif     ,Maize,2600,4300,398,1068,8.450070284,21.31744678,,
Gujarat,BHARUCH,2010,Rabi       ,Maize,1300,2400,396,1056,8.501234225,15.66053292,,
Gujarat,BHARUCH,2011,Kharif     ,Maize,2300,3200,531,1151,7.374397483,17.48881213,,
Gujarat,BHARUCH,2011,Rabi       ,Maize,1000,2400,501,1132,7.609458,15.57339838,,
Gujarat,BHARUCH,2012,Kharif     ,Maize,2600,4400,458,935,5.208450902,20.82350787,,
Gujarat,BHAVNAGAR,2009,Kharif     ,Maize,3900,3700,521,970,5.756788796,15.96041315,,
Gujarat,BHAVNAGAR,2010,Kharif     ,Maize,3200,5200,396,1044,8.452782221,20.77644449,,
Gujarat,BHAVNAGAR,2011,Kharif     ,Maize,1100,1500,520,1179,7.763974112,24.90613939,,
Gujarat,BHAVNAGAR,2012,Kharif     ,Maize,600,1000,450,845,5.353461408,17.13980736,,
Gujarat,DANG,2009,Kharif     ,Maize,3300,3200,523,943,5.679914026,22.3572623,,
Gujarat,DANG,2010,Kharif     ,Maize,2700,4400,406,1191,8.890673747,19.27466449,,
Gujarat,DANG,2011,Kharif     ,Maize,2700,3700,540,1169,7.829513605,21.96320169,,
Gujarat,DANG,2012,Kharif     ,Maize,3600,5900,458,815,5.67584719,15.75255229,,
Gujarat,DOHAD,2009,Kharif     ,Maize,118100,102600,507,968,5.337649473,18.49572774,,
Gujarat,DOHAD,2010,Rabi       ,Maize,2600,4900,403,1048,8.343680193,16.43114324,,
Gujarat,DOHAD,2011,Kharif     ,Maize,116900,141100,503,1153,7.386991082,18.28959556,,
Gujarat,DOHAD,2011,Rabi       ,Maize,32900,60000,533,1018,7.992946556,20.37329005,,
Gujarat,DOHAD,2012,Rabi       ,Maize,31600,60000,460,839,5.868403039,24.92270526,,
Gujarat,GANDHINAGAR,2009,Kharif     ,Maize,400,400,525,946,5.708818966,18.56795133,,
Gujarat,GANDHINAGAR,2010,Kharif     ,Maize,300,600,398,1014,8.0329297,17.16982257,,
Gujarat,GANDHINAGAR,2010,Rabi       ,Maize,500,800,385,1043,8.880510735,19.9096973,,
Gujarat,GANDHINAGAR,2011,Kharif     ,Maize,500,600,531,1095,7.010066466,22.56939389,,
Gujarat,GANDHINAGAR,2012,Kharif     ,Maize,300,500,454,875,5.785582087,21.42762977,,
Gujarat,JAMNAGAR,2009,Kharif     ,Maize,1100,1000,520,951,5.260455954,18.08527359,,
Gujarat,JAMNAGAR,2010,Kharif     ,Maize,6300,10300,389,1015,8.132694518,18.69635906,,
Gujarat,JUNAGADH,2010,Rabi       ,Maize,24600,47400,409,1063,8.546598464,19.55838272,,
Gujarat,KACHCHH,2012,Kharif     ,Maize,1700,2900,464,815,5.051732422,19.73188219,,
Gujarat,KHEDA,2009,Kharif     ,Maize,14100,12600,510,947,5.680961766,23.44887042,,
Gujarat,KHEDA,2010,Kharif     ,Maize,16700,30000,407,1333,8.029036088,21.74738874,,
Gujarat,KHEDA,2010,Rabi       ,Maize,3600,6700,388,1066,8.590707568,17.97048048,,
Gujarat,KHEDA,2011,Kharif     ,Maize,14800,25500,529,1062,7.493927367,21.97738297,,
Gujarat,KHEDA,2011,Rabi       ,Maize,200,400,539,1146,7.259103316,16.37171387,,
Gujarat,KHEDA,2012,Kharif     ,Maize,8300,15100,469,932,5.478938048,19.88153552,,
Gujarat,MAHESANA,2009,Kharif     ,Maize,600,600,515,953,5.974877296,19.25815163,,
Gujarat,MAHESANA,2010,Kharif     ,Maize,600,1000,388,1226,8.980394247,23.86783815,,
Gujarat,MAHESANA,2010,Rabi       ,Maize,1500,3000,398,1057,8.809126215,20.08397996,,
Gujarat,MAHESANA,2011,Kharif     ,Maize,500,600,531,1029,7.209516993,23.43461172,,
Gujarat,MAHESANA,2012,Kharif     ,Maize,400,600,453,808,5.038969117,16.28102761,,
Gujarat,NARMADA,2009,Kharif     ,Maize,5100,4900,515,965,5.561586818,23.74780009,,
Gujarat,NARMADA,2010,Kharif     ,Maize,5300,8700,391,1196,8.046808324,19.5816931,,
Gujarat,NARMADA,2010,Rabi       ,Maize,4300,8100,403,1063,8.173564274,21.05445705,,
Gujarat,NARMADA,2011,Kharif     ,Maize,5500,7600,512,1048,7.919868588,16.31510438,,
Gujarat,NARMADA,2011,Rabi       ,Maize,3600,8100,539,1182,7.04939016,19.69578584,,
Gujarat,NARMADA,2012,Kharif     ,Maize,5800,9800,459,848,5.026840739,23.22726363,,
Gujarat,PANCH MAHALS,2009,Kharif     ,Maize,112100,84800,502,964,5.393378483,22.35314198,,
Gujarat,PANCH MAHALS,2010,Kharif     ,Maize,115100,160700,381,1225,8.218849114,24.41174358,,
Gujarat,PANCH MAHALS,2011,Kharif     ,Maize,110400,133200,519,1176,7.051980004,23.09832347,,
Gujarat,PANCH MAHALS,2011,Rabi       ,Maize,29800,48000,534,1097,7.250682176,19.74334843,,
Gujarat,PANCH MAHALS,2012,Kharif     ,Maize,117300,193600,465,1003,5.285458343,18.57202862,,
Gujarat,PANCH MAHALS,2012,Rabi       ,Maize,22200,31200,467,1051,5.873783827,15.70083426,,
Gujarat,PATAN,2010,Rabi       ,Maize,2300,4500,392,1074,8.061513948,19.45197016,,
Gujarat,PORBANDAR,2009,Kharif     ,Maize,300,300,518,965,5.597766407,22.80172532,,
Gujarat,PORBANDAR,2010,Rabi       ,Maize,500,900,392,1047,8.7881991,22.91386816,,
Gujarat,RAJKOT,2009,Kharif     ,Maize,900,900,516,952,5.984904832,21.11802045,,
Gujarat,RAJKOT,2010,Kharif     ,Maize,6000,9700,394,1029,8.689755916,19.74874606,,
Gujarat,RAJKOT,2012,Kharif     ,Maize,400,600,468,808,5.551867984,22.01127601,,
Gujarat,SABAR KANTHA,2009,Kharif     ,Maize,88300,90700,508,947,5.700589413,24.65110996,,
Gujarat,SABAR KANTHA,2010,Kharif     ,Maize,86900,140100,387,1091,8.515894891,18.50265861,,
Gujarat,SABAR KANTHA,2011,Kharif     ,Maize,74400,108400,536,1191,7.25583663,22.46668357,,
Gujarat,SABAR KANTHA,2011,Rabi       ,Maize,9800,18000,523,1091,7.727587329,16.79700307,,
Gujarat,SABAR KANTHA,2012,Kharif     ,Maize,57900,84600,450,927,5.761878921,24.37985945,,
Gujarat,SABAR KANTHA,2012,Rabi       ,Maize,2100,3000,450,982,5.90307725,17.12814986,,
Gujarat,SURAT,2009,Kharif     ,Maize,800,800,500,951,5.035978524,23.4722637,,
Gujarat,SURAT,2010,Kharif     ,Maize,900,1600,390,1056,8.015553414,18.47271328,,
Gujarat,SURAT,2011,Kharif     ,Maize,1000,1400,519,1049,7.211257406,18.39645499,,
Gujarat,SURAT,2011,Rabi       ,Maize,1000,1700,520,1139,7.491246769,15.02214342,,
Gujarat,SURAT,2012,Kharif     ,Maize,1400,2400,450,836,5.012852123,22.77641407,,
Gujarat,TAPI,2009,Kharif     ,Maize,1400,1400,510,952,5.8712944,18.14589683,,
Gujarat,TAPI,2010,Kharif     ,Maize,1000,1600,397,1097,8.888953815,17.52208306,,
Gujarat,TAPI,2011,Kharif     ,Maize,600,900,522,1147,7.80535782,16.78092461,,
Gujarat,TAPI,2011,Rabi       ,Maize,600,900,506,1108,7.001508955,22.91421078,,
Gujarat,TAPI,2012,Kharif     ,Maize,900,1400,462,1031,5.732597362,24.27990791,,
Gujarat,VADODARA,2009,Kharif     ,Maize,47500,69600,516,943,5.63997569,22.63090712,,
Gujarat,VADODARA,2010,Kharif     ,Maize,43300,85500,400,1234,8.805481833,18.59114476,,
Gujarat,VADODARA,2010,Rabi       ,Maize,63900,131800,410,1069,8.284453144,20.07501143,,
Gujarat,VADODARA,2011,Kharif     ,Maize,44700,86900,531,1041,7.721470918,15.96211006,,
Gujarat,VADODARA,2011,Rabi       ,Maize,25500,56000,532,1097,7.923433494,15.05639693,,
Gujarat,VADODARA,2012,Kharif     ,Maize,44100,86600,468,947,5.829096615,21.43952577,,
Gujarat,VADODARA,2012,Rabi       ,Maize,24600,62700,454,983,5.342188077,20.03798772,,
Karnataka,BAGALKOT,2009,Kharif     ,Maize,59425,124102,706.69,725,45.30005305,18.82321816,,
Karnataka,BAGALKOT,2009,Rabi       ,Maize,20192,63865,647,757.5,47.61716361,19.59698978,,
Karnataka,BAGALKOT,2010,Rabi       ,Maize,24819,64462,635,854,76.44958512,22.70899065,,
Karnataka,BAGALKOT,2011,Kharif     ,Maize,55883,197044,830.41,957,6.386389026,18.83544746,,
Karnataka,BAGALKOT,2011,Rabi       ,Maize,24019,74159,829,856,65.27063547,17.78892199,,
Karnataka,BAGALKOT,2012,Kharif     ,Maize,41945,106154,1173.19,1219,81.45947789,18.08761474,,
Karnataka,BAGALKOT,2012,Rabi       ,Maize,24328,63025,1185,1082,89.21538535,19.58065534,,
Karnataka,BAGALKOT,2013,Kharif     ,Maize,51814,183308,1157.13,1250,93.81306665,15.34038038,,
Karnataka,BAGALKOT,2013,Rabi       ,Maize,20503,67647,1153,1330,35.86642037,16.63481398,,
Karnataka,BAGALKOT,2014,Kharif     ,Maize,44472,166543,1215.79,1002,24.5670548,24.56007847,,
Karnataka,BAGALKOT,2014,Rabi       ,Maize,20789,81388,1215,1112,24.05524408,20.60277571,,
Karnataka,BANGALORE RURAL,2009,Kharif     ,Maize,10788,50013,705,725,47.97717599,24.94000773,,
Karnataka,BANGALORE RURAL,2009,Rabi       ,Maize,37,98,707,752,139.0978433,23.06105747,,
Karnataka,BANGALORE RURAL,2010,Kharif     ,Maize,10109,53329,656,1031,67.63174917,23.25007803,,
Karnataka,BANGALORE RURAL,2010,Rabi       ,Maize,124,365,635,864,39.76400903,17.59517682,,
Karnataka,BANGALORE RURAL,2011,Kharif     ,Maize,14355,66335,828,985,105.8522926,15.15062391,,
Karnataka,BANGALORE RURAL,2011,Rabi       ,Maize,100,323,828,923,103.4398122,21.69733191,,
Karnataka,BANGALORE RURAL,2012,Kharif     ,Maize,10363,33207,1164,1027,90.39968278,23.10526068,,
Karnataka,BANGALORE RURAL,2012,Rabi       ,Maize,82,248,1162,1156,16.7581187,23.39681618,,
Karnataka,BANGALORE RURAL,2013,Kharif     ,Maize,10622,28931,1163,1212,70.75547932,15.47277686,,
Karnataka,BANGALORE RURAL,2013,Rabi       ,Maize,112,343,1153,1116,128.4820868,19.53733306,,
Karnataka,BANGALORE RURAL,2014,Kharif     ,Maize,14334,44066,1225,1063,75.29091806,15.84713261,,
Karnataka,BANGALORE RURAL,2014,Rabi       ,Maize,127,429,1214,1078,22.1067967,24.7271704,,
Karnataka,BELGAUM,2009,Rabi       ,Maize,39852,101513,710,768,13.13019329,22.51056967,,
Karnataka,BELGAUM,2010,Rabi       ,Maize,35650,103811,643,869,127.795828,19.88089985,,
Karnataka,BELGAUM,2011,Rabi       ,Maize,34155,109475,824,907,1.261845268,15.66753197,,
Karnataka,BELGAUM,2012,Rabi       ,Maize,37993,111601,1181,1006,90.34776185,20.52323653,,
Karnataka,BELGAUM,2013,Rabi       ,Maize,33690,107026,1163,1246,125.5875665,17.91414668,,
Karnataka,BELGAUM,2014,Rabi       ,Maize,33268,115641,1215,1115,93.05962151,22.37899878,,
Karnataka,BELLARY,2009,Kharif     ,Maize,97077,189500,701,725,112.7795475,19.88802406,,
Karnataka,BELLARY,2009,Rabi       ,Maize,2216,4954,710,777,53.05550219,16.39332282,,
Karnataka,BELLARY,2010,Rabi       ,Maize,2383,5957,645,845,56.07432491,20.71648905,,
Karnataka,BELLARY,2011,Rabi       ,Maize,2976,9830,820,834,88.86165265,23.93674589,,
Karnataka,BELLARY,2012,Rabi       ,Maize,2129,6385,1172,1165,93.23436631,24.02798601,,
Karnataka,BELLARY,2013,Rabi       ,Maize,2470,7070,1154,1014,144.3851477,17.05972174,,
Karnataka,BELLARY,2014,Rabi       ,Maize,2369,6468,1208,1242,18.36736571,17.24576382,,
Karnataka,BENGALURU URBAN,2009,Kharif     ,Maize,442,1053,709,725,102.1337135,19.40151117,,
Karnataka,BENGALURU URBAN,2009,Rabi       ,Maize,84,221,719,761,103.9674707,23.62779941,,
Karnataka,BENGALURU URBAN,2010,Kharif     ,Maize,553,1964,638,1035,43.77250158,15.80390896,,
Karnataka,BENGALURU URBAN,2010,Rabi       ,Maize,60,177,656,841,58.54064172,15.28504453,,
Karnataka,BENGALURU URBAN,2011,Kharif     ,Maize,633,1963,834,999,105.1268392,18.04377614,,
Karnataka,BENGALURU URBAN,2011,Rabi       ,Maize,73,236,832,842,65.40150091,21.39704818,,
Karnataka,BENGALURU URBAN,2012,Kharif     ,Maize,808,2072,1161,1270,94.61591984,20.30733676,,
Karnataka,BENGALURU URBAN,2012,Rabi       ,Maize,68,206,1162,1022,11.37707502,23.25806443,,
Karnataka,BENGALURU URBAN,2013,Kharif     ,Maize,907,2875,1158,1268,14.58293772,23.71222235,,
Karnataka,BENGALURU URBAN,2013,Rabi       ,Maize,171,524,1161,1037,23.07611483,18.80974017,,
Karnataka,BENGALURU URBAN,2014,Kharif     ,Maize,634,1985,1217,1034,6.161818821,16.29508724,,
Karnataka,BENGALURU URBAN,2014,Rabi       ,Maize,118,399,1200,1248,9.983744595,20.20080712,,
Karnataka,BIDAR,2009,Kharif     ,Maize,1440,930,702,725,80.2388044,22.6114772,,
Karnataka,BIDAR,2009,Rabi       ,Maize,213,409,700,774,106.9783218,17.7578095,,
Karnataka,BIDAR,2010,Kharif     ,Maize,925,1721,639,1002,26.72018608,19.57411331,,
Karnataka,BIDAR,2010,Rabi       ,Maize,315,668,653,864,12.71917106,22.72023812,,
Karnataka,BIDAR,2011,Kharif     ,Maize,943,2107,837,977,90.84237953,22.46654577,,
Karnataka,BIDAR,2011,Rabi       ,Maize,400,1036,834,914,30.84201531,20.64143099,,
Karnataka,BIDAR,2012,Kharif     ,Maize,1937,4967,1160,1343,38.13668915,22.21831695,,
Karnataka,BIDAR,2012,Rabi       ,Maize,444,1344,1175,1060,43.90282074,16.73751621,,
Karnataka,BIDAR,2013,Kharif     ,Maize,2145,8359,1151,1178,36.02856682,16.12166902,,
Karnataka,BIDAR,2013,Rabi       ,Maize,451,1381,1155,1146,68.98077316,20.18615406,,
Karnataka,BIDAR,2014,Kharif     ,Maize,1065,1329,1220,1059,108.4894473,21.55281253,,
Karnataka,BIDAR,2014,Rabi       ,Maize,396,1337,1222,1100,44.41618659,15.7340159,,
Karnataka,BIJAPUR,2009,Kharif     ,Maize,47123,63432,706,725,4.830291821,16.63813452,,
Karnataka,BIJAPUR,2009,Rabi       ,Maize,10641,19237,698,778,146.1232508,21.5866702,,
Karnataka,BIJAPUR,2010,Kharif     ,Maize,58432,161639,641,1027,124.3316567,18.94846967,,
Karnataka,BIJAPUR,2010,Rabi       ,Maize,11971,30069,636,867,83.95307295,21.89049266,,
Karnataka,BIJAPUR,2011,Rabi       ,Maize,11094,38458,840,987,64.63723619,22.24520035,,
